"X..71.800.","X..19.800.","X..7.900.","X.7..","X.1540.35.","X.no.","X.4.550.","X.100..","X.N.A.","X.N.A..1","X.94..","X.4.1.years.","X..12.500.","X..81.400.","X.93..","X.Nov.1.","X.Jan.1.","X.65..","X.98.."
"$31,400","$20,600","$14,100","69%","1160/24","no","13,740","57%","8%","$6,600","67%","4.3 years","$23,000","$53,800","81%","Dec 1","Feb 1","71%","88%"
"$27,800","$19,900","$17,200","74%","1130/24","no","14,250","51%","2%","$4,530","75%","4.4 years","$23,590","$46,800","80%","N/A","rolling","43%","61%"
"$21,000","$14,600","$9,400","78%","NA/24","no","10,490","83%","7%","$2,240","67%","4.5 years","$21,620","$50,200","82%","N/A","rolling","48%","79%"
"$55,200","$25,400","$17,100","63%","1280/28","no","2,580","77%","16%","$14,090","74%","4.4 years","$27,000","$66,500","90%","N/A","rolling","93%","100%"
"$27,300","$20,100","$15,700","89%","1170/24","yes","800","72%","14%","$3,330","73%","4.4 years","$19,360","$38,400","68%","N/A","N/A","76%","99%"
"$73,500","$33,700","$14,400","36%","1380/31","no","1,720","100%","17%","$15,750","87%","4 years","$18,000","$48,900","78%","Nov 15","Jan 15","58%","100%"
"$73,600","$24,200","$5,600","17%","1420/33","no","2,550","100%","N/A","$25,000","91%","4.1 years","$13,750","$54,600","84%","Nov 1","Jan 1","44%","98%"
"$61,100","$18,400","$10,200","68%","1130/23","no","1,510","88%","20%","$27,150","64%","4.2 years","$27,000","$49,200","82%","Dec 1","rolling","99%","100%"
"$73,700","$43,400","$22,200","50%","1360/30","no","5,500","76%","28%","$16,950","91%","4.1 years","$20,390","$64,900","89%","Nov 1","Jan 7","69%","72%"
"$75,400","$40,800","$13,200","24%","1390/32","no","1,050","100%","14%","$20,440","88%","4.1 years","$13,900","$51,000","85%","Nov 15","Jan 4","60%","100%"
"$54,600","$23,900","$17,700","66%","1180/25","no","1,580","84%","16%","$20,680","75%","4.1 years","$23,000","$50,400","80%","N/A","June 30","67%","100%"
"$26,800","$18,700","$13,400","84%","1180/26","no","24,210","63%","14%","$5,200","71%","4.4 years","$20,500","$51,700","78%","N/A","July 1","52%","67%"
"$70,800","$36,800","$12,700","45%","NA/NA","no","2,440","90%","21%","$15,270","82%","4 years","$23,250","$52,800","85%","Nov 15","Jan 15","87%","97%"
"$24,100","$16,700","$13,500","62%","1220/25","no","37,290","58%","3%","$4,370","59%","4.6 years","$19,000","$55,200","81%","N/A","June 7","61%","88%"
"$25,700","$14,200","$8,900","54%","1140/23","no","5,230","76%","15%","$6,000","68%","4.3 years","$21,320","$42,800","74%","N/A","rolling","75%","86%"
"$74,400","$37,900","$23,500","33%","1340/30","no","3,580","92%","10%","$14,440","88%","4 years","$26,800","$63,400","90%","Nov 15","Jan 15","54%","95%"
"$63,100","$27,100","$8,200","56%","1240/25","no","1,210","95%","38%","$28,650","79%","4.1 years","$26,890","$44,600","75%","Nov 1","Jan 15","97%","98%"
"$25,100","$14,100","$12,600","67%","1240/26","no","23,400","65%","15%","$6,510","70%","4.7 years","$17,500","$53,100","78%","Dec 1","April 1","58%","85%"
"$21,400","$17,200","$12,600","81%","1110/24","no","9,390","64%","12%","$3,260","65%","4.4 years","$19,780","$45,900","82%","N/A","N/A","59%","57%"
"$26,300","$19,000","$9,800","62%","NA/NA","no","7,440","54%","16%","$2,630","68%","4.3 years","$20,500","$48,400","82%","Nov 15","Jan 15","60%","80%"
"$48,200","$25,600","$25,000","81%","NA/NA","no","3,770","75%","15%","$19,520","68%","4.1 years","$27,000","$53,600","85%","Nov 15","N/A","89%","98%"
"$48,800","$26,100","$21,200","73%","1120/24","no","2,060","81%","14%","$15,180","65%","4.3 years","$25,000","$59,800","77%","N/A","Aug 1","44%","98%"
"$73,600","$25,200","$10,200","27%","1310/29","no","2,600","94%","N/A","$15,300","86%","4.1 years","$21,000","$48,000","78%","Nov 15","Jan 15","46%","100%"
"$28,200","$20,400","$14,500","89%","1070/21","no","4,030","73%","7%","$3,670","69%","4.2 years","$21,750","$44,600","77%","Dec 1","March 1","54%","63%"
"$74,400","$37,000","$17,000","29%","1410/32","no","6,350","95%","28%","$13,930","86%","4.1 years","$20,000","$55,800","86%","Nov 1","Jan 5","79%","100%"
"$53,800","$20,700","$16,800","73%","NA/NA","no","750","N/A","N/A","N/A","50%","4.1 years","$23,000","$46,200","78%","N/A","rolling","74%","N/A"
"$72,300","$38,600","$24,200","29%","1390/32","no","6,820","79%","8%","$17,020","91%","4 years","$26,000","$62,800","91%","Nov 1","Jan 15","53%","90%"
"$78,600","$40,500","$24,900","14%","1530/35","no","890","100%","19%","$15,800","92%","4.1 years","$22,960","$81,800","89%","Nov 15","Jan 5","68%","98%"
"$60,200","$30,600","$14,200","34%","1350/30","no","2,460","92%","50%","$21,340","76%","4.2 years","$23,750","$48,700","85%","Nov 1","Feb 1","94%","99%"
"$26,200","$13,200","$9,500","58%","1050/20","no","14,870","42%","N/A","$3,250","55%","4.9 years","$17,820","$49,300","77%","N/A","N/A","62%","90%"
"$51,800","$25,100","$18,000","66%","1160/23","no","2,460","74%","7%","$17,520","69%","4.1 years","$20,260","$52,100","83%","N/A","rolling","82%","77%"
"$47,900","$19,700","$13,900","58%","1120/24","no","4,220","88%","18%","$12,690","63%","4.3 years","$24,250","$48,400","80%","N/A","rolling","85%","97%"
"$19,900","$14,800","$10,100","82%","NA/23","no","7,790","N/A","14%","$1,430","54%","4.7 years","$23,000","$58,500","80%","N/A","N/A","44%","59%"
"$53,000","$30,500","$25,000","81%","1150/24","yes","3,410","48%","8%","$9,820","75%","4.4 years","$27,000","$63,600","84%","N/A","rolling","80%","95%"
"$50,700","$29,400","$17,800","83%","1320/30","yes","2,360","78%","23%","$8,750","87%","4.1 years","$21,900","$49,400","74%","Nov 1","Jan 10","77%","98%"
"$73,000","$33,800","$11,400","20%","1440/33","no","2,050","100%","7%","$4,730","93%","4.1 years","$13,830","$52,700","82%","Nov 15","Jan 15","61%","100%"
"$60,100","$29,200","$19,100","83%","1100/25","no","1,780","88%","25%","$20,500","80%","4.1 years","$26,970","$44,800","88%","Dec 15","N/A","100%","96%"
"$23,000","$16,200","$11,400","93%","1180/24","no","11,180","3%","21%","$1,530","58%","4.5 years","$22,650","$53,800","83%","N/A","rolling","59%","58%"
"$42,100","$17,700","$13,000","70%","1110/23","no","940","63%","13%","$13,710","68%","4.1 years","$19,500","$44,100","78%","N/A","rolling","89%","99%"
"$60,700","$33,700","$17,800","77%","1220/27","no","2,020","80%","28%","$17,510","77%","4 years","$27,000","$53,700","86%","Dec 1","Feb 1","97%","100%"
"$22,800","$17,100","$13,200","66%","1100/22","yes","7,050","53%","14%","$3,380","63%","4.5 years","$23,000","$48,200","81%","N/A","July 1","57%","72%"
"$24,000","$15,300","$10,200","78%","1060/21","no","10,530","57%","N/A","$1,160","55%","4.5 years","$20,000","$51,400","78%","N/A","rolling","65%","69%"
"$19,700","$11,000","$7,600","69%","1190/26","no","17,270","61%","3%","$3,660","72%","4.3 years","$20,190","$44,500","75%","Nov 1","March 1","47%","72%"
"$57,300","$29,600","$19,900","80%","NA/NA","no","3,140","79%","18%","$13,010","74%","4.1 years","$26,930","$51,000","87%","Dec 1","Feb 15","93%","100%"
"$28,200","$20,900","$14,800","67%","NA/NA","no","1,020","N/A","N/A","$6,000","62%","4.3 years","$25,000","$66,000","87%","Oct 31","Nov 30","52%","90%"
"$69,800","$32,800","$21,200","71%","1260/27","no","2,980","90%","15%","$24,910","75%","4.2 years","$26,130","$64,800","91%","Dec 1","Jan 15","96%","99%"
"$29,000","$19,400","$13,100","81%","1050/21","no","3,420","65%","18%","$5,330","60%","4.2 years","$26,000","$48,800","75%","N/A","April 1","78%","72%"
"$22,000","$12,900","$8,600","65%","1220/27","no","4,910","82%","37%","$6,240","72%","4.2 years","$21,170","$43,200","79%","N/A","rolling","79%","95%"
"$53,200","$24,100","$19,300","61%","1220/24","no","2,010","90%","24%","$17,710","75%","4.1 years","$27,000","$44,500","80%","N/A","rolling","97%","99%"
"$23,000","$15,300","$10,400","23%","1310/26","yes","1,330","78%","32%","$5,660","56%","4.7 years","$19,360","$64,700","77%","N/A","Aug 1","72%","62%"
"$30,300","$10,400","$10,500","69%","1330/29","no","19,840","64%","21%","$11,580","72%","4.3 years","$18,250","$56,000","83%","N/A","May 1","66%","87%"
"$26,600","$18,500","$12,400","65%","1210/26","no","5,490","42%","7%","$4,630","81%","4.1 years","$20,550","$46,500","83%","Nov 15","Jan 1","57%","78%"
"$68,800","$39,500","$19,900","49%","1290/28","no","4,080","84%","15%","$21,040","86%","4 years","$27,000","$53,900","90%","Nov 15","Jan 15","70%","100%"
"$63,600","$35,700","$26,300","75%","1170/25","no","3,650","70%","25%","$6,400","74%","4.3 years","$26,000","$63,400","88%","Nov 15","N/A","97%","95%"
"$52,500","$24,700","$16,900","69%","1180/26","no","2,610","78%","13%","$14,920","75%","4.1 years","$24,250","$47,000","82%","Nov 15","Feb 1","88%","100%"
"$29,400","$21,800","$13,100","72%","1160/26","no","4,370","43%","28%","$3,370","66%","4.1 years","$20,000","$51,300","82%","Nov 1","Feb 1","66%","67%"
"$46,800","$34,500","$27,500","63%","1220/26","yes","1,230","N/A","N/A","N/A","77%","4.1 years","$27,000","$52,000","91%","N/A","Aug 15","99%","N/A"
"$71,200","$41,600","$26,300","41%","1410/32","no","3,420","69%","29%","$18,500","87%","4.5 years","$26,250","$70,400","92%","Nov 15","Jan 15","94%","65%"
"$23,900","$13,900","$9,400","81%","1060/23","no","11,010","68%","14%","$4,200","58%","4.6 years","$21,590","$50,900","75%","N/A","Aug 1","70%","82%"
"$25,300","$15,400","$11,500","53%","1100/23","no","7,020","70%","2%","$5,150","65%","4.3 years","$20,500","$44,900","77%","N/A","rolling","67%","79%"
"$73,000","$34,800","$15,300","49%","NA/NA","no","2,350","98%","15%","$11,350","84%","4 years","$19,000","$50,400","86%","Nov 15","Jan 15","74%","98%"
"$69,200","$45,800","$35,900","42%","NA/NA","no","4,570","78%","35%","$16,240","87%","4.1 years","$27,000","$70,300","92%","Jan 1","Feb 1","93%","97%"
"$70,500","$30,300","$12,000","41%","1410/31","no","2,160","100%","13%","$15,250","90%","4.1 years","$20,500","$48,400","77%","Nov 15","Jan 15","82%","100%"
"$68,900","$35,600","$13,800","29%","1440/32","no","5,130","90%","35%","$24,200","85%","4.3 years","$23,250","$63,800","89%","Nov 1","Jan 15","81%","97%"
"$63,900","$35,000","$27,500","75%","1230/26","no","3,760","72%","38%","$18,460","82%","4.1 years","$25,000","$55,900","84%","N/A","June 1","98%","79%"
"$22,600","$14,700","$6,600","38%","1190/25","no","890","67%","6%","$3,310","73%","4 years","$27,000","$52,400","60%","N/A","N/A","68%","86%"
"$72,300","$40,700","$20,300","50%","1280/28","no","14,760","94%","25%","$12,070","83%","4.2 years","$27,000","$54,900","86%","Nov 15","Jan 1","71%","95%"
"$27,500","$18,600","$13,800","78%","1190/26","no","22,030","60%","18%","$6,340","69%","4.4 years","$22,000","$49,200","81%","N/A","rolling","61%","81%"
"$68,400","$37,300","$14,600","34%","1300/30","no","2,370","98%","49%","$19,770","85%","4 years","$25,000","$48,800","82%","Nov 15","Jan 15","96%","100%"
"$58,100","$25,200","$18,200","80%","1170/24","no","2,740","86%","4%","$13,120","67%","4 years","$24,250","$49,500","80%","N/A","rolling","96%","74%"
"$51,100","$1,200","$100","38%","1120/25","no","1,630","95%","N/A","N/A","63%","4.3 years","$5,600","$37,000","61%","N/A","March 31","100%","100%"
"$48,500","$26,500","$16,700","78%","1190/26","no","1,890","78%","29%","$14,440","82%","4.1 years","$22,360","$45,400","66%","N/A","rolling","86%","100%"
"$27,500","$19,500","$15,200","81%","1200/25","no","24,790","68%","17%","$5,250","67%","4.5 years","$22,500","$54,300","78%","Nov 1","Feb 1","52%","77%"
"$25,500","$16,000","$13,300","87%","1080/22","no","4,070","75%","5%","$1,310","61%","4.4 years","$24,000","$45,200","77%","N/A","rolling","61%","70%"
"$49,600","$23,400","$19,000","81%","1120/23","no","2,730","73%","16%","$16,130","67%","4.3 years","$27,000","$51,100","80%","N/A","rolling","82%","98%"
"$50,600","$29,200","$21,900","79%","1200/26","yes","2,630","72%","26%","$15,130","78%","4.1 years","$25,000","$50,000","77%","N/A","rolling","97%","99%"
"$53,500","$24,100","$16,600","69%","1190/25","no","2,020","83%","27%","$21,070","74%","4.1 years","$26,000","$50,500","75%","Dec 1","N/A","82%","100%"
"$62,400","$33,400","$20,000","59%","1220/27","no","1,690","84%","29%","$21,430","79%","4.1 years","$27,000","$52,500","85%","Nov 15","N/A","100%","100%"
"$25,300","$16,200","$12,100","71%","1160/25","no","30,800","67%","12%","$3,560","60%","4.5 years","$21,500","$55,600","82%","N/A","Aug 1","55%","85%"
"$62,900","$30,900","$27,600","84%","1030/20","yes","2,350","70%","6%","$16,230","63%","4.3 years","$25,000","$50,800","79%","Dec 1","rolling","86%","95%"
"$28,700","$17,900","$10,600","58%","1280/27","no","11,160","55%","19%","$8,160","68%","4.4 years","$21,000","$57,700","82%","Nov 1","Feb 1","53%","78%"
"$73,900","$41,100","$22,200","43%","1420/31","no","6,590","78%","27%","$20,390","86%","4.3 years","$25,500","$70,100","92%","Nov 1","Jan 15","86%","100%"
"$53,100","$28,300","$19,000","71%","1160/25","no","2,720","83%","23%","$15,380","76%","4.1 years","$21,500","$48,900","76%","N/A","rolling","89%","100%"
"$58,000","$31,500","$29,000","80%","1260/27","no","6,340","86%","12%","$21,060","77%","4.2 years","$24,750","$52,700","85%","Nov 1","Jan 15","93%","97%"
"$22,200","$15,700","$12,000","77%","1120/23","yes","7,530","78%","21%","$5,310","59%","4.5 years","$23,000","$51,000","73%","N/A","rolling","63%","67%"
"$25,200","$17,700","$8,100","74%","1230/24","no","9,110","75%","15%","$2,260","59%","4.5 years","$22,600","$51,500","83%","N/A","June 15","62%","89%"
"$53,200","$26,900","$29,400","72%","1120/NA","no","870","73%","7%","$15,950","63%","4.3 years","$27,000","$51,500","81%","N/A","rolling","81%","97%"
"$74,300","$29,400","$9,200","31%","NA/NA","no","2,500","100%","8%","$17,120","89%","4.1 years","$19,000","$47,000","73%","N/A","N/A","71%","97%"
"$20,800","$13,600","$9,000","96%","1170/25","yes","9,850","60%","20%","$4,060","57%","4.6 years","$18,500","$52,600","77%","N/A","Aug 10","72%","67%"
"$20,600","$15,500","$10,700","90%","NA/23","no","7,450","85%","3%","$1,870","58%","4.6 years","$24,000","$49,700","79%","N/A","rolling","43%","55%"
"$51,400","$24,700","$21,100","92%","1030/21","no","1,940","62%","9%","$15,170","61%","4.3 years","$25,000","$50,300","83%","N/A","rolling","73%","89%"
"$46,400","$27,400","$24,300","73%","1210/25","yes","1,350","81%","23%","$23,120","73%","4.1 years","$23,250","$48,500","71%","N/A","Aug 1","79%","100%"
"$24,600","$16,300","$13,900","75%","NA/NA","no","7,880","78%","5%","$3,750","59%","4.4 years","$23,440","$46,700","78%","Dec 1","Feb 1","55%","67%"
"$26,800","$6,300","$4,000","23%","NA/NA","no","9,140","61%","N/A","$2,270","42%","4.8 years","$15,700","$47,400","75%","N/A","N/A","79%","92%"
"$58,800","$29,400","$27,500","88%","1080/23","yes","3,010","16%","12%","$21,250","67%","4.1 years","$26,480","$52,600","83%","N/A","Feb 15","90%","43%"
"$34,300","$21,500","$12,200","75%","1290/28","no","17,040","61%","31%","$9,700","80%","4.2 years","$23,250","$54,500","77%","Nov 1","Feb 1","61%","86%"
"$54,000","$25,700","$20,800","69%","1250/22","no","2,310","74%","18%","$16,550","64%","4.3 years","$26,850","$49,600","79%","N/A","Aug 1","88%","99%"
"$24,200","$9,700","$8,300","73%","1000/18","yes","6,480","65%","3%","$2,140","50%","4.8 years","$21,500","$45,500","73%","N/A","N/A","62%","83%"
"$51,000","$20,000","$13,300","87%","1110/24","no","2,750","81%","16%","$16,070","70%","4.1 years","$26,500","$42,600","78%","N/A","Aug 1","92%","98%"
"$31,300","$18,200","$8,200","74%","1180/26","yes","23,470","60%","16%","$5,650","64%","4.5 years","$20,250","$52,700","81%","N/A","N/A","72%","89%"
"$19,800","$14,200","$9,300","83%","NA/22","no","8,160","78%","11%","$1,530","62%","4.5 years","$23,000","$44,200","76%","N/A","rolling","57%","82%"
"$64,200","$38,400","$27,300","73%","1200/26","no","3,620","69%","20%","$15,030","82%","4.1 years","$27,000","$51,900","87%","Nov 15","March 1","88%","84%"
"$61,700","$28,700","$15,100","62%","1330/29","no","1,430","93%","36%","$23,810","80%","4.2 years","$25,000","$46,600","74%","Oct 31","rolling","97%","99%"
"$22,300","$14,400","$12,300","82%","1120/23","no","22,330","63%","2%","$3,950","65%","4.4 years","$24,250","$46,400","74%","N/A","N/A","51%","74%"
"$25,500","$18,100","$13,700","80%","1250/26","no","20,590","72%","7%","$7,710","69%","4.5 years","$21,000","$49,200","80%","N/A","May 1","66%","82%"
"$37,500","$27,300","$22,400","56%","1260/28","no","40,110","64%","8%","$4,730","85%","4.2 years","$26,000","$58,000","79%","N/A","rolling","64%","72%"
"$54,600","$25,700","$26,700","58%","930/18","no","1,110","N/A","N/A","N/A","66%","4.3 years","$27,240","$48,900","77%","N/A","rolling","78%","N/A"
"$34,600","$25,100","$21,900","59%","1350/31","no","19,130","52%","3%","$9,560","83%","4.2 years","$26,000","$54,800","83%","N/A","rolling","55%","74%"
"$75,500","$41,700","$30,400","20%","1410/32","no","26,340","64%","4%","$5,600","85%","4.1 years","$21,250","$58,500","81%","Nov 1","Jan 1","49%","90%"
"$52,600","$24,100","$16,900","67%","1090/23","no","2,800","82%","7%","$14,860","63%","4.2 years","$20,500","$48,500","80%","N/A","rolling","97%","100%"
"$48,400","$29,000","$16,500","76%","1220/26","no","3,050","80%","29%","$9,420","79%","4.1 years","$26,920","$45,400","78%","N/A","rolling","89%","87%"
"$33,700","$24,200","$19,700","59%","NA/NA","no","28,970","62%","13%","$8,190","73%","4.4 years","$24,800","$49,500","79%","N/A","N/A","72%","91%"
"$32,000","$22,400","$13,600","82%","1260/28","no","29,750","79%","29%","$9,310","71%","4.4 years","$19,500","$54,300","79%","Nov 15","Jan 15","47%","75%"
"$43,300","$21,500","$13,700","79%","1160/24","no","2,190","75%","23%","$11,200","68%","4.1 years","$25,000","$43,700","82%","N/A","N/A","94%","99%"
"$63,700","$34,500","$25,500","60%","1270/26","yes","2,680","N/A","N/A","N/A","83%","4.1 years","$18,250","$52,800","80%","N/A","Feb 1","88%","N/A"
"$55,700","$32,100","$24,900","72%","1210/27","no","6,010","72%","28%","$14,530","78%","4.1 years","$27,000","$51,400","86%","Nov 1","N/A","94%","98%"
"$23,400","$15,200","$11,800","81%","NA/NA","no","1,640","82%","6%","$2,590","52%","4.3 years","$25,920","$41,300","71%","Nov 15","N/A","83%","94%"
"$22,900","$16,100","$13,000","82%","1110/24","no","9,910","56%","10%","$2,180","55%","4.6 years","$23,960","$52,000","82%","N/A","N/A","53%","76%"
"$47,900","$21,600","$18,600","63%","NA/22","no","1,490","74%","13%","$14,100","71%","4.3 years","$23,000","$46,900","81%","N/A","Aug 15","100%","97%"
"$25,800","$17,700","$12,900","92%","1150/25","no","8,860","66%","24%","$6,910","60%","4.4 years","$25,500","$51,500","75%","Dec 1","Feb 1","81%","90%"
"$73,700","$40,600","$20,800","38%","1360/31","no","1,800","100%","15%","$14,050","81%","4 years","$23,050","$50,500","85%","Nov 15","Jan 1","62%","95%"
"$64,200","$28,100","$18,900","72%","NA/NA","no","2,310","82%","20%","$22,120","71%","4.1 years","$27,000","$47,200","85%","Nov 15","rolling","96%","100%"
"$63,500","$36,900","$27,000","76%","1210/26","no","4,810","79%","29%","$14,160","80%","4.1 years","$25,000","$54,500","86%","Nov 1","Feb 1","94%","98%"
"$57,400","$29,000","$22,700","45%","1230/26","no","1,430","87%","35%","$22,520","74%","4.1 years","$26,320","$49,900","86%","Nov 1","Feb 1","96%","99%"
"$54,400","$20,500","$16,000","69%","1110/22","no","970","86%","11%","$20,000","65%","4.1 years","$25,500","$43,400","80%","Nov 1","June 30","93%","100%"
"$41,600","$24,400","$16,800","79%","1240/26","yes","3,320","29%","25%","$19,970","72%","4.2 years","$21,500","$50,600","71%","N/A","rolling","86%","75%"
"$31,200","$19,100","$11,900","72%","1240/27","no","13,390","89%","16%","$6,880","63%","4.5 years","$25,000","$57,500","81%","Nov 1","Feb 1","58%","85%"
"$73,300","$29,700","$7,600","15%","NA/NA","no","2,100","100%","8%","$8,980","89%","4.1 years","$16,040","$47,200","73%","Nov 10","Jan 15","48%","98%"
"$28,100","$18,800","$15,400","73%","1050/21","no","3,800","60%","6%","$2,100","56%","4.3 years","$25,000","$47,000","78%","Nov 15","Feb 15","58%","81%"
"$57,300","$25,800","$18,300","63%","1180/26","no","1,970","90%","22%","$22,780","79%","4.1 years","$27,000","$46,000","81%","N/A","N/A","97%","99%"
"$46,800","$21,200","$14,600","93%","1090/22","no","1,360","85%","20%","$18,480","68%","4.1 years","$27,000","$42,800","83%","N/A","rolling","97%","100%"
"$25,100","$13,400","$8,200","65%","1180/24","no","2,120","98%","15%","$4,410","57%","4.3 years","$16,250","$50,400","83%","Nov 15","rolling","74%","90%"
"$63,800","$39,800","$33,000","76%","NA/NA","no","3,470","49%","9%","$16,640","81%","4 years","$27,000","$57,200","91%","Nov 15","Feb 1","89%","63%"
"$20,200","$13,400","$10,300","71%","NA/22","no","10,750","71%","2%","$2,410","53%","4.8 years","$22,750","$46,500","78%","N/A","N/A","34%","57%"
"$70,600","$30,500","$22,500","75%","1170/26","no","2,950","83%","20%","$15,730","74%","4.1 years","$27,000","$51,000","78%","Nov 15","rolling","83%","99%"
"$69,300","$38,200","$16,000","62%","1270/28","no","2,290","81%","29%","$14,530","82%","4.1 years","$26,800","$50,500","86%","Nov 15","Feb 1","84%","96%"
"$20,900","$9,700","$6,800","87%","1070/20","no","9,340","84%","6%","$4,600","43%","4.6 years","$20,500","$46,300","75%","N/A","Aug 25","66%","93%"
"$60,600","$29,100","$23,400","78%","1170/25","no","1,680","81%","5%","$21,320","73%","4.1 years","$27,000","$47,200","82%","Nov 1","rolling","93%","99%"
"$31,900","$19,400","$14,400","84%","1100/22","no","8,570","68%","6%","$6,220","74%","4.3 years","$21,250","$44,400","77%","N/A","N/A","63%","65%"
"$56,700","$26,200","$17,200","73%","1310/30","no","1,430","86%","40%","$24,710","81%","4 years","$27,000","$48,600","81%","Nov 15","Jan 15","98%","100%"
"$70,100","$36,000","$23,600","65%","1230/26","no","6,660","68%","21%","$18,010","75%","4.1 years","$23,250","$55,900","84%","Nov 1","Jan 15","72%","97%"
"$33,400","$23,800","$17,800","70%","1050/24","no","1,080","82%","18%","$21,780","72%","4.1 years","$27,000","$47,100","82%","N/A","Aug 15","96%","100%"
"$21,900","$10,200","$7,800","63%","920/25","yes","8,190","72%","23%","$4,510","53%","4.4 years","$20,880","$53,300","71%","N/A","N/A","88%","92%"
"$46,800","$20,300","$16,800","47%","1110/23","no","1,590","80%","16%","$12,740","62%","4.4 years","$23,740","$48,700","83%","N/A","Aug 1","89%","99%"
"$29,300","$21,100","$11,300","63%","1280/28","no","26,300","72%","36%","$6,550","76%","4.2 years","$22,720","$47,900","78%","N/A","N/A","72%","43%"
"$62,000","$27,900","$20,900","45%","1030/21","no","710","66%","22%","$12,740","59%","4.3 years","$21,500","$59,000","82%","Nov 15","April 1","97%","99%"
"$69,800","$32,200","$15,500","24%","1450/32","no","1,680","100%","20%","$18,720","84%","4.1 years","$17,000","$47,100","79%","Nov 15","Jan 15","84%","100%"
"$55,200","$27,800","$22,800","75%","1150/23","yes","1,670","52%","19%","$17,960","69%","4.1 years","$27,750","$46,100","87%","N/A","rolling","69%","56%"
"$58,100","$30,800","$23,300","68%","1250/27","no","2,950","75%","32%","$18,110","76%","4.1 years","$23,820","$48,900","87%","N/A","March 1","96%","97%"
"$53,000","$23,800","$17,800","73%","1030/21","no","1,570","75%","12%","$14,870","54%","4.4 years","$23,250","$42,800","72%","Dec 1","Aug 1","82%","97%"
"$47,900","$22,300","$15,400","93%","NA/NA","no","1,440","N/A","7%","$14,050","62%","4.1 years","$23,250","$44,300","78%","N/A","rolling","93%","98%"
"$54,100","$23,600","$15,800","96%","1120/21","no","1,280","79%","13%","$15,110","62%","4.2 years","$21,830","$51,700","78%","N/A","N/A","78%","98%"
"$61,200","$37,200","$26,000","66%","1270/28","no","5,240","79%","14%","$14,490","86%","4.2 years","$24,700","$55,100","86%","Nov 15","Feb 1","97%","94%"
"$56,700","$41,400","$35,600","93%","1130/25","yes","3,930","21%","26%","$6,120","66%","4.3 years","$26,800","$59,700","93%","Nov 1","rolling","86%","100%"
"$28,100","$16,600","$12,400","83%","1190/25","no","18,920","55%","16%","$5,580","73%","4.3 years","$20,770","$49,100","75%","Nov 1","Jan 15","48%","74%"
"$62,100","$29,400","$21,600","70%","NA/NA","no","1,300","84%","24%","$24,400","79%","4.1 years","$27,000","$47,900","82%","Nov 15","March 15","100%","99%"
"$59,500","$39,100","$25,400","46%","NA/NA","no","5,410","67%","31%","$10,680","83%","4.1 years","$25,000","$52,700","83%","Nov 15","rolling","78%","97%"
"$62,900","$36,800","$26,000","70%","NA/NA","no","2,530","89%","34%","$19,420","79%","4.1 years","$26,000","$50,900","91%","Dec 1","Jan 15","97%","98%"
"$66,600","$34,200","$12,300","61%","1320/30","no","2,730","81%","46%","$18,910","80%","4.1 years","$23,900","$47,000","81%","Nov 1","Jan 15","96%","98%"
"$58,300","$31,700","$20,900","77%","1150/22","no","4,600","68%","25%","$11,820","69%","4.2 years","$26,500","$49,900","79%","Dec 1","March 1","96%","66%"
"$32,500","$22,000","$11,000","78%","1240/28","no","22,650","57%","16%","$6,330","73%","4.4 years","$20,500","$50,600","76%","Nov 1","rolling","74%","87%"
"$27,800","$17,500","$12,800","90%","1070/22","no","9,310","N/A","N/A","$5,720","60%","4.5 years","$24,580","$45,200","78%","Nov 15","rolling","55%","74%"
"$56,400","$32,700","$26,600","71%","1250/27","no","4,410","78%","41%","$17,230","79%","4.1 years","$24,250","$51,300","87%","Nov 1","Feb 15","94%","94%"
"$50,500","$21,200","$13,300","76%","1020/22","no","1,180","40%","20%","$15,000","55%","4.3 years","$23,100","$46,000","79%","N/A","rolling","66%","99%"
"$25,800","$18,400","$14,300","73%","1090/22","yes","7,440","57%","8%","$2,870","67%","4.3 years","$25,000","$43,500","74%","N/A","rolling","62%","66%"
"$32,900","$22,500","$18,000","73%","1120/24","no","15,760","63%","8%","$7,740","72%","4.4 years","$21,130","$49,400","80%","N/A","March 1","43%","54%"
"$38,100","$19,900","$15,900","91%","1070/22","yes","1,320","80%","18%","$11,890","66%","4.1 years","$27,000","$45,200","79%","N/A","rolling","95%","97%"
"$69,000","$45,700","$32,000","47%","1300/29","no","6,560","66%","28%","$10,280","84%","4.1 years","$20,500","$53,900","82%","Nov 1","Jan 15","77%","95%"
"$64,900","$27,000","$18,000","64%","1230/27","no","1,740","89%","20%","$24,290","74%","4.1 years","$27,000","$45,100","82%","Nov 15","Feb 15","99%","100%"
"$23,300","$13,100","$10,300","79%","1070/21","no","18,500","77%","3%","$2,620","52%","4.5 years","$22,200","$47,000","78%","N/A","Aug 1","72%","83%"
"$28,700","$18,600","$15,400","66%","NA/NA","no","4,670","61%","7%","$3,730","57%","4.2 years","$23,000","$47,600","78%","N/A","rolling","68%","70%"
"$59,000","$25,100","$12,700","64%","1140/24","no","1,540","88%","19%","$21,700","67%","4.1 years","$26,000","$47,500","81%","Nov 1","rolling","90%","100%"
"$73,700","$40,000","$20,000","57%","1250/28","no","2,210","79%","32%","$17,580","78%","4.1 years","$27,000","$52,800","84%","Nov 15","Feb 1","92%","99%"
